,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,28.160255680657446,50.11985634456667,32.2490309931942,10.44030650891055,55.47071299343465,65.76473218982953,56.859475903318,17.4928556845359,37.57658845611187,20.615528128088304,56.43580423808985,21.02379604162864,83.6719785830358,86.82165628459296,34.0,26.476404589747453,37.12142238654117,78.40918313565064,46.2709412050371
1,28.160255680657446,0.0,62.42595614005443,8.06225774829855,38.600518131237564,41.012193308819754,88.05679985100527,39.319206502675,19.313207915827967,61.5223536610881,36.68787265568828,68.60029154456998,10.816653826391969,68.46897107449476,98.49365461794989,57.55866572463264,36.71511950137164,65.0,72.53275122315436,49.678969393496885
2,50.11985634456667,62.42595614005443,0.0,59.0592922409336,49.040799340956916,50.24937810560445,36.40054944640259,56.08029957123981,43.93176527297759,29.732137494637012,29.68164415931166,6.4031242374328485,63.63961030678928,67.11929677819934,37.013511046643494,28.635642126552707,26.1725046566048,61.66036003787198,46.69047011971501,19.1049731745428
3,32.2490309931942,8.06225774829855,59.0592922409336,0.0,42.485291572496,33.06055050963308,87.29833904490967,31.25699921617557,19.026297590440446,62.0,36.124783736376884,65.0,18.384776310850235,60.40695324215582,94.2019108086455,58.0,34.48187929913333,69.35416353759881,65.14598989960932,44.598206241955516
4,10.44030650891055,38.600518131237564,49.040799340956916,42.485291572496,0.0,63.245553203367585,58.82176467941097,65.29931086925804,26.1725046566048,30.610455730027933,22.090722034374522,55.02726596879042,31.064449134018133,90.91754506144565,84.52810183601665,27.586228448267445,29.427877939124322,26.92582403567252,82.97590011563598,49.25444142409901
5,55.47071299343465,41.012193308819754,50.24937810560445,33.06055050963308,63.245553203367585,0.0,85.90692637965812,6.324555320336759,38.01315561749642,68.47627326307996,45.34313619501854,54.0,50.24937810560445,28.460498941515414,76.84399781375251,65.0,38.600518131237564,88.52683209061533,34.132096331752024,31.144823004794873
6,65.76473218982953,88.05679985100527,36.40054944640259,87.29833904490967,58.82176467941097,85.90692637965812,0.0,91.41115905621152,68.8839603971781,28.30194339616981,51.419840528729765,34.9857113690718,85.23496934944014,103.31505214633539,43.41658669218482,31.76476034853718,53.23532661682466,54.120236510939236,81.02468759581859,55.08175741568164
7,56.859475903318,39.319206502675,56.08029957123981,31.25699921617557,65.29931086925804,6.324555320336759,91.41115905621152,0.0,39.408120990476064,72.91776189653656,48.82622246293481,60.03332407921454,49.24428900898052,29.154759474226502,83.16850365372699,69.31810730249349,42.5440947723653,91.21951545584969,39.20459156782532,37.013511046643494
8,17.4928556845359,19.313207915827967,43.93176527297759,19.026297590440446,26.1725046566048,38.01315561749642,68.8839603971781,39.408120990476064,0.0,43.01162633521314,17.46424919657298,50.24937810560445,20.0,66.30987860040162,80.62257748298549,39.01281840626232,17.804493814764857,52.80151512977634,63.00793600809346,34.0147027033899
9,37.57658845611187,61.5223536610881,29.732137494637012,62.0,30.610455730027933,68.47627326307996,28.30194339616981,72.91776189653656,43.01162633521314,0.0,26.1725046566048,33.54101966249684,57.56735185849702,91.43850392476902,58.463663928973865,4.0,30.675723300355934,33.015148038438355,74.88658090739622,41.72529209005013
10,20.615528128088304,36.68787265568828,29.68164415931166,36.124783736376884,22.090722034374522,45.34313619501854,51.419840528729765,48.82622246293481,17.46424919657298,26.1725046566048,0.0,36.05551275463989,35.22782990761707,71.40028011149536,66.61080993352356,22.20360331117452,7.615773105863909,43.829214001622255,61.1310068623117,27.16615541441225
11,56.43580423808985,68.60029154456998,6.4031242374328485,65.0,55.02726596879042,54.0,34.9857113690718,60.03332407921454,50.24937810560445,33.54101966249684,36.05551275463989,0.0,70.00714249274856,68.54195795277518,30.610455730027933,33.06055050963308,32.526911934581186,66.18912297349165,46.22769732530488,23.194827009486403
12,21.02379604162864,10.816653826391969,63.63961030678928,18.384776310850235,31.064449134018133,50.24937810560445,85.23496934944014,49.24428900898052,20.0,57.56735185849702,35.22782990761707,70.00714249274856,0.0,78.26237921249263,100.4987562112089,53.75872022286245,37.48332962798263,56.32051136131489,80.06247560499239,53.71219600798314
13,83.6719785830358,68.46897107449476,67.11929677819934,60.40695324215582,90.91754506144565,28.460498941515414,103.31505214633539,29.154759474226502,66.30987860040162,91.43850392476902,71.40028011149536,68.54195795277518,78.26237921249263,0.0,82.05485969764375,88.45903006477066,64.03124237432849,115.20850663036997,27.073972741361768,50.0
14,86.82165628459296,98.49365461794989,37.013511046643494,94.2019108086455,84.52810183601665,76.84399781375251,43.41658669218482,83.16850365372699,80.62257748298549,58.463663928973865,66.61080993352356,30.610455730027933,100.4987562112089,82.05485969764375,0.0,59.481089431852205,63.0317380372777,91.0823802938856,55.226805085936306,49.92995093127971
15,34.0,57.55866572463264,28.635642126552707,58.0,27.586228448267445,65.0,31.76476034853718,69.31810730249349,39.01281840626232,4.0,22.20360331117452,33.06055050963308,53.75872022286245,88.45903006477066,59.481089431852205,0.0,26.92582403567252,33.13608305156178,72.71863585079137,39.05124837953327
16,26.476404589747453,36.71511950137164,26.1725046566048,34.48187929913333,29.427877939124322,38.600518131237564,53.23532661682466,42.5440947723653,17.804493814764857,30.675723300355934,7.615773105863909,32.526911934581186,37.48332962798263,64.03124237432849,63.0317380372777,26.92582403567252,0.0,51.31276644267,53.600373133029585,20.0
17,37.12142238654117,65.0,61.66036003787198,69.35416353759881,26.92582403567252,88.52683209061533,54.120236510939236,91.21951545584969,52.80151512977634,33.015148038438355,43.829214001622255,66.18912297349165,56.32051136131489,115.20850663036997,91.0823802938856,33.13608305156178,51.31276644267,0.0,103.46980235798269,68.94200461257273
18,78.40918313565064,72.53275122315436,46.69047011971501,65.14598989960932,82.97590011563598,34.132096331752024,81.02468759581859,39.20459156782532,63.00793600809346,74.88658090739622,61.1310068623117,46.22769732530488,80.06247560499239,27.073972741361768,55.226805085936306,72.71863585079137,53.600373133029585,103.46980235798269,0.0,34.539832078341085
19,46.2709412050371,49.678969393496885,19.1049731745428,44.598206241955516,49.25444142409901,31.144823004794873,55.08175741568164,37.013511046643494,34.0147027033899,41.72529209005013,27.16615541441225,23.194827009486403,53.71219600798314,50.0,49.92995093127971,39.05124837953327,20.0,68.94200461257273,34.539832078341085,0.0
