,0,1,2,3,4,5,6,7,8,9
0,0.0,61.29437168288782,14.422205101855956,75.0,22.02271554554524,63.324560795950255,16.1245154965971,45.5411901469428,25.059928172283335,27.586228448267445
1,61.29437168288782,0.0,64.28841264178172,19.697715603592208,81.70679286326198,13.892443989449804,77.41446893184762,49.64876634922564,86.35392289873113,88.20430828479978
2,14.422205101855956,64.28841264178172,0.0,80.50465825031493,19.1049731745428,69.18092222571191,20.8806130178211,36.24913792078372,27.784887978899608,33.24154027718932
3,75.0,19.697715603592208,80.50465825031493,0.0,96.54014708917737,11.704699910719626,90.75791976461338,69.28924880528002,99.62429422585637,100.31948963187563
4,22.02271554554524,81.70679286326198,19.1049731745428,96.54014708917737,0.0,84.92938243034621,10.63014581273465,54.378304497290095,11.0,18.110770276274835
5,63.324560795950255,13.892443989449804,69.18092222571191,11.704699910719626,84.92938243034621,0.0,79.05694150420949,60.8276253029822,87.92041856133307,88.63972021616495
6,16.1245154965971,77.41446893184762,20.8806130178211,90.75791976461338,10.63014581273465,79.05694150420949,0.0,57.0087712549569,8.94427190999916,12.529964086141668
7,45.5411901469428,49.64876634922564,36.24913792078372,69.28924880528002,54.378304497290095,60.8276253029822,57.0087712549569,0.0,63.953107821277925,69.46221994724903
8,25.059928172283335,86.35392289873113,27.784887978899608,99.62429422585637,11.0,87.92041856133307,8.94427190999916,63.953107821277925,0.0,7.280109889280518
9,27.586228448267445,88.20430828479978,33.24154027718932,100.31948963187563,18.110770276274835,88.63972021616495,12.529964086141668,69.46221994724903,7.280109889280518,0.0
