,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,0.0,64.1248781675256,25.612496949731394,58.60034129593445,61.84658438426491,55.154328932550705,46.17358552246078,87.80091115700337,72.71863585079137,56.61271941887264,42.04759208325728,46.95742752749558,44.01136216933077,82.0,56.824290580701486
1,64.1248781675256,0.0,45.60701700396552,31.016124838541646,28.861739379323623,63.702433234531945,19.697715603592208,49.36598018878993,34.058772731852805,34.132096331752024,29.5296461204668,57.38466694161429,80.80222769206304,18.439088914585774,26.92582403567252
2,25.612496949731394,45.60701700396552,0.0,52.630789467763066,54.48853090330111,35.014282800023196,32.802438933713454,62.20128616033595,47.41307836451879,31.064449134018133,18.110770276274835,26.019223662515376,63.56886030125127,64.03124237432849,31.953090617340916
3,58.60034129593445,31.016124838541646,52.630789467763066,0.0,4.123105625617661,82.46211251235322,22.135943621178654,79.83107164506812,63.63961030678928,58.42088667591412,45.5411901469428,74.24957912338628,57.245087125446844,38.28837943815329,52.08646657242167
4,61.84658438426491,28.861739379323623,54.48853090330111,4.123105625617661,0.0,83.19254774317228,22.825424421026653,78.08969202141856,62.20128616033595,58.05170109479997,46.09772228646444,75.17978451685,61.35144660071187,34.655446902326915,51.478150704935004
5,55.154328932550705,63.702433234531945,35.014282800023196,82.46211251235322,83.19254774317228,0.0,60.41522986797286,49.040799340956916,43.01162633521314,30.805843601498726,37.12142238654117,9.0,97.51410154434076,79.51100552753688,37.64306044943742
6,46.17358552246078,19.697715603592208,32.802438933713454,22.135943621178654,22.825424421026653,60.41522986797286,0.0,61.84658438426491,44.94441010848846,37.0,23.40939982143925,52.354560450833695,61.71709649683789,36.22154055254967,31.25699921617557
7,87.80091115700337,49.36598018878993,62.20128616033595,79.83107164506812,78.08969202141856,49.040799340956916,61.84658438426491,0.0,17.0,31.240998703626616,47.4236228055175,50.21951811795888,120.20815280171308,54.3415126767741,32.802438933713454
8,72.71863585079137,34.058772731852805,47.41307836451879,63.63961030678928,62.20128616033595,43.01162633521314,44.94441010848846,17.0,0.0,16.76305461424021,31.240998703626616,41.19465984809196,103.40696301506973,42.941821107167776,16.278820596099706
9,56.61271941887264,34.132096331752024,31.064449134018133,58.42088667591412,58.05170109479997,30.805843601498726,37.0,31.240998703626616,16.76305461424021,0.0,17.0,26.570660511172846,90.21086409075129,48.83646178829912,7.211102550927978
10,42.04759208325728,29.5296461204668,18.110770276274835,45.5411901469428,46.09772228646444,37.12142238654117,23.40939982143925,47.4236228055175,31.240998703626616,17.0,0.0,29.410882339705484,73.24616030891995,47.53945729601885,15.0
11,46.95742752749558,57.38466694161429,26.019223662515376,74.24957912338628,75.17978451685,9.0,52.354560450833695,50.21951811795888,41.19465984809196,26.570660511172846,29.410882339705484,0.0,88.76936408468859,74.06078584514209,32.64965543462902
12,44.01136216933077,80.80222769206304,63.56886030125127,57.245087125446844,61.35144660071187,97.51410154434076,61.71709649683789,120.20815280171308,103.40696301506973,90.21086409075129,73.24616030891995,88.76936408468859,0.0,93.94147114027967,87.41853350405736
13,82.0,18.439088914585774,64.03124237432849,38.28837943815329,34.655446902326915,79.51100552753688,36.22154055254967,54.3415126767741,42.941821107167776,48.83646178829912,47.53945729601885,74.06078584514209,93.94147114027967,0.0,41.86884283091664
14,56.824290580701486,26.92582403567252,31.953090617340916,52.08646657242167,51.478150704935004,37.64306044943742,31.25699921617557,32.802438933713454,16.278820596099706,7.211102550927978,15.0,32.64965543462902,87.41853350405736,41.86884283091664,0.0
