,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0.0,47.01063709417264,11.40175425099138,44.14748010928823,66.52818951391959,48.60041152089147,50.96076922496363,13.038404810405298,7.0,30.870698080866262,65.0,42.638011210655684,37.12142238654117,15.0,39.21734310225516,36.40054944640259,28.861739379323623,42.7551166528639
1,47.01063709417264,0.0,45.60701700396552,9.0,68.0294054067798,95.01578816175763,73.92563831310488,54.405882034941776,44.64302857109943,31.32091952673165,81.02468759581859,12.806248474865697,22.80350850198276,55.90169943749474,8.48528137423857,10.816653826391969,19.209372712298546,89.1852005660132
2,11.40175425099138,45.60701700396552,0.0,40.70626487409524,55.17245689653489,50.15974481593781,40.607881008493905,8.94427190999916,17.46424919657298,37.48332962798263,54.08326913195984,44.40720662234904,30.59411708155671,26.1725046566048,37.20215047547655,34.828149534535996,26.40075756488817,49.01020301937138
3,44.14748010928823,9.0,40.70626487409524,0.0,59.033888572581766,90.80198235721508,65.7419196555744,49.64876634922564,43.104524124504614,34.9857113690718,72.27724399837061,19.72308292331602,14.317821063276353,55.00909015790027,6.708203932499369,9.486832980505138,15.297058540778355,86.88498144098322
4,66.52818951391959,68.0294054067798,55.17245689653489,59.033888572581766,0.0,86.34813257969161,31.0,58.412327466040935,71.84010022264724,83.38465086573187,22.825424421026653,76.94153624668537,46.69047011971501,81.32035415564789,62.51399843235114,62.96824596572466,58.52349955359813,96.17692030835673
5,48.60041152089147,95.01578816175763,50.15974481593781,90.80198235721508,86.34813257969161,0.0,56.64803615307419,41.23105625617661,53.075418038862395,77.15568676384133,71.11258679024411,91.21403400793103,80.32434251209281,46.61544808322666,86.83317338436964,84.21995013059554,76.05918747922567,21.213203435596427
6,50.96076922496363,73.92563831310488,40.607881008493905,65.7419196555744,31.0,56.64803615307419,0.0,39.0,57.723478758647246,77.00649323271382,15.556349186104045,78.33900688673555,51.42956348249516,63.56099432828282,66.12866246946176,65.14598989960932,57.723478758647246,69.40461079784254
7,13.038404810405298,54.405882034941776,8.94427190999916,49.64876634922564,58.412327466040935,41.23105625617661,39.0,0.0,20.024984394500787,43.32435804486894,53.71219600798314,52.49761899362675,39.293765408777,24.596747752497688,46.04345773288535,43.60045871318328,35.22782990761707,41.30375285612676
8,7.0,44.64302857109943,17.46424919657298,43.104524124504614,71.84010022264724,53.075418038862395,57.723478758647246,20.024984394500787,0.0,24.698178070456937,71.5122367151245,38.58756276314948,38.3275357934736,12.165525060596439,37.48332962798263,34.52535300326414,28.0,44.598206241955516
9,30.870698080866262,31.32091952673165,37.48332962798263,34.9857113690718,83.38465086573187,77.15568676384133,77.00649323271382,43.32435804486894,24.698178070456937,0.0,88.81441324469807,20.024984394500787,39.20459156782532,31.400636936215164,28.30194339616981,25.80697580112788,25.80697580112788,65.73431371817918
10,65.0,81.02468759581859,54.08326913195984,72.27724399837061,22.825424421026653,71.11258679024411,15.556349186104045,53.71219600798314,71.5122367151245,88.81441324469807,0.0,87.36704184073076,58.249463516842795,78.29431652425353,73.97972695272672,73.55270219373317,67.06713054842886,84.81155581640984
11,42.638011210655684,12.806248474865697,44.40720662234904,19.72308292331602,76.94153624668537,91.21403400793103,78.33900688673555,52.49761899362675,38.58756276314948,20.024984394500787,87.36704184073076,0.0,30.265491900843113,48.46648326421054,14.560219778561036,14.035668847618199,20.615528128088304,82.76472678623425
12,37.12142238654117,22.80350850198276,30.59411708155671,14.317821063276353,46.69047011971501,80.32434251209281,51.42956348249516,39.293765408777,38.3275357934736,39.20459156782532,58.249463516842795,30.265491900843113,0.0,50.44799302251776,16.0,16.278820596099706,13.45362404707371,79.1580697086532
13,15.0,55.90169943749474,26.1725046566048,55.00909015790027,81.32035415564789,46.61544808322666,63.56099432828282,24.596747752497688,12.165525060596439,31.400636936215164,78.29431652425353,48.46648326421054,50.44799302251776,0.0,49.16299421312742,46.17358552246078,40.049968789001575,34.48187929913333
14,39.21734310225516,8.48528137423857,37.20215047547655,6.708203932499369,62.51399843235114,86.83317338436964,66.12866246946176,46.04345773288535,37.48332962798263,28.30194339616981,73.97972695272672,14.560219778561036,16.0,49.16299421312742,0.0,3.0,10.816653826391969,81.74350127074322
15,36.40054944640259,10.816653826391969,34.828149534535996,9.486832980505138,62.96824596572466,84.21995013059554,65.14598989960932,43.60045871318328,34.52535300326414,25.80697580112788,73.55270219373317,14.035668847618199,16.278820596099706,46.17358552246078,3.0,0.0,8.48528137423857,78.84795495128583
16,28.861739379323623,19.209372712298546,26.40075756488817,15.297058540778355,58.52349955359813,76.05918747922567,57.723478758647246,35.22782990761707,28.0,25.80697580112788,67.06713054842886,20.615528128088304,13.45362404707371,40.049968789001575,10.816653826391969,8.48528137423857,0.0,71.58910531638176
17,42.7551166528639,89.1852005660132,49.01020301937138,86.88498144098322,96.17692030835673,21.213203435596427,69.40461079784254,41.30375285612676,44.598206241955516,65.73431371817918,84.81155581640984,82.76472678623425,79.1580697086532,34.48187929913333,81.74350127074322,78.84795495128583,71.58910531638176,0.0
