,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0,47.853944456021594,18.24828759089466,69.63476143421474,40.607881008493905,16.278820596099706,46.17358552246078,48.041648597857254,41.6293165929973,60.876925020897694,40.80441152620633,44.04543109109048
1,47.853944456021594,0.0,65.27633568147036,31.89043743820395,62.26556030423239,40.311288741492746,5.830951894845301,7.0710678118654755,70.26378868236469,32.0624390837628,46.09772228646444,69.52697318307479
2,18.24828759089466,65.27633568147036,0.0,87.86353054595519,38.600518131237564,33.1058907144937,62.96824596572466,66.007575322837,35.014282800023196,73.57309290766564,46.861498055439924,51.07837115648854
3,69.63476143421474,31.89043743820395,87.86353054595519,0.0,93.00537618869137,56.142675390472796,37.64306044943742,26.248809496813376,100.16985574512923,60.53924347066124,77.79460135510689,72.09022125087424
4,40.607881008493905,62.26556030423239,38.600518131237564,93.00537618869137,0.0,54.42425929675111,57.245087125446844,66.85057965343307,10.198039027185569,52.009614495783374,19.026297590440446,84.48076704197234
5,16.278820596099706,40.311288741492746,33.1058907144937,56.142675390472796,54.42425929675111,0.0,40.607881008493905,38.27531841800928,56.938563381947034,61.587336360651285,50.0,34.48187929913333
6,46.17358552246078,5.830951894845301,62.96824596572466,37.64306044943742,57.245087125446844,40.607881008493905,0.0,12.649110640673518,65.55150646628954,27.018512172212592,40.607881008493905,71.61005515987263
7,48.041648597857254,7.0710678118654755,66.007575322837,26.248809496813376,66.85057965343307,38.27531841800928,12.649110640673518,0.0,74.30343195303969,39.11521443121589,51.62363799656123,65.05382386916237
8,41.6293165929973,70.26378868236469,35.014282800023196,100.16985574512923,10.198039027185569,56.938563381947034,65.55150646628954,74.30343195303969,0.0,62.07253821135398,29.017236257093817,84.17244204607586
9,60.876925020897694,32.0624390837628,73.57309290766564,60.53924347066124,52.009614495783374,61.587336360651285,27.018512172212592,39.11521443121589,62.07253821135398,0.0,33.06055050963308,95.25754563287887
10,40.80441152620633,46.09772228646444,46.861498055439924,77.79460135510689,19.026297590440446,50.0,40.607881008493905,51.62363799656123,29.017236257093817,33.06055050963308,0.0,83.60023923410746
11,44.04543109109048,69.52697318307479,51.07837115648854,72.09022125087424,84.48076704197234,34.48187929913333,71.61005515987263,65.05382386916237,84.17244204607586,95.25754563287887,83.60023923410746,0.0
