,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.0,88.14193099768123,60.207972893961475,107.00467279516349,40.496913462633174,95.4148835350125,42.2965719651132,94.06912352095134,104.80935072788114,25.079872407968907,98.88377015466189,25.238858928247925,99.90495483208028,69.1158447825099,73.81734213584231,36.6742416417845
1,88.14193099768123,0.0,52.32590180780452,70.06425622241343,50.80354318352215,57.55866572463264,104.20172743289815,76.53757247260981,57.07889277132134,63.071388124885914,52.009614495783374,75.7099729229908,72.18032973047436,118.06777714516353,55.569775957799216,81.41252974819048
2,60.207972893961475,52.32590180780452,0.0,47.38143096192854,47.80167361086848,35.22782990761707,56.88585061331157,38.62641583165593,44.721359549995796,42.80186911806539,39.0,64.63745044476924,41.617304093369626,66.2872536767062,14.212670403551895,35.014282800023196
3,107.00467279516349,70.06425622241343,47.38143096192854,0.0,91.92388155425118,13.92838827718412,92.89241088485109,20.223748416156685,14.317821063276353,89.9388681271896,18.110770276274835,111.5212984142491,10.04987562112089,89.08984229416954,33.301651610693426,76.05918747922567
4,40.496913462633174,50.80354318352215,47.80167361086848,91.92388155425118,0.0,78.23042886243178,70.60453243241541,86.33075929238663,84.64632301523794,17.69180601295413,78.24321056807422,25.0,88.14193099768123,93.02150289046077,61.09828148156051,51.894122981316485
5,95.4148835350125,57.55866572463264,35.22782990761707,13.92838827718412,78.23042886243178,0.0,85.58621384311844,21.93171219946131,11.0,77.07788269017254,8.602325267042627,98.41239759298622,14.866068747318506,85.70297544426332,21.93171219946131,66.76076692189807
6,42.2965719651132,104.20172743289815,56.88585061331157,92.89241088485109,70.60453243241541,85.58621384311844,0.0,74.67261881037788,96.51942809610924,53.25410782277739,92.13576938409967,65.80273550544841,83.5224520712844,27.018512172212592,65.00769185258002,22.847319317591726
7,94.06912352095134,76.53757247260981,38.62641583165593,20.223748416156685,86.33075929238663,21.93171219946131,74.67261881037788,0.0,30.528675044947494,80.62257748298549,30.4138126514911,102.57680049601859,10.198039027185569,69.00724599634447,25.495097567963924,60.21627686929839
8,104.80935072788114,57.07889277132134,44.721359549995796,14.317821063276353,84.64632301523794,11.0,96.51942809610924,30.528675044947494,0.0,85.27602242131137,6.4031242374328485,106.10372283760829,21.2602916254693,96.5090669315583,32.28002478313795,77.3692445355388
9,25.079872407968907,63.071388124885914,42.80186911806539,89.9388681271896,17.69180601295413,77.07788269017254,53.25410782277739,80.62257748298549,85.27602242131137,0.0,79.02531240052139,21.95449840010015,84.40379138403677,76.69419795525604,57.0087712549569,36.138621999185304
10,98.88377015466189,52.009614495783374,39.0,18.110770276274835,78.24321056807422,8.602325267042627,92.13576938409967,30.4138126514911,6.4031242374328485,79.02531240052139,0.0,99.76472322419383,22.47220505424423,93.62157870918435,27.294688127912362,72.3671196055225
11,25.238858928247925,75.7099729229908,64.63745044476924,111.5212984142491,25.0,98.41239759298622,65.80273550544841,102.57680049601859,106.10372283760829,21.95449840010015,99.76472322419383,0.0,106.25441167311595,91.78235124467012,78.81624198095213,54.037024344425184
12,99.90495483208028,72.18032973047436,41.617304093369626,10.04987562112089,88.14193099768123,14.866068747318506,83.5224520712844,10.198039027185569,21.2602916254693,84.40379138403677,22.47220505424423,106.25441167311595,0.0,79.05694150420949,27.459060435491963,67.60177512462228
13,69.1158447825099,118.06777714516353,66.2872536767062,89.08984229416954,93.02150289046077,85.70297544426332,27.018512172212592,69.00724599634447,96.5090669315583,76.69419795525604,93.62157870918435,91.78235124467012,79.05694150420949,0.0,69.07966415668217,41.182520563948
14,73.81734213584231,55.569775957799216,14.212670403551895,33.301651610693426,61.09828148156051,21.93171219946131,65.00769185258002,25.495097567963924,32.28002478313795,57.0087712549569,27.294688127912362,78.81624198095213,27.459060435491963,69.07966415668217,0.0,45.12205669071391
15,36.6742416417845,81.41252974819048,35.014282800023196,76.05918747922567,51.894122981316485,66.76076692189807,22.847319317591726,60.21627686929839,77.3692445355388,36.138621999185304,72.3671196055225,54.037024344425184,67.60177512462228,41.182520563948,45.12205669071391,0.0
