,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,51.478150704935004,50.47771785649585,53.45091205957107,40.607881008493905,20.808652046684813,28.42534080710379,39.408120990476064,27.16615541441225,5.0,56.462376853972415,40.44749683231337,56.515484603779164
1,51.478150704935004,0.0,8.602325267042627,95.67131231461184,72.83543093852057,72.00694410957877,46.32493928760188,15.132745950421556,69.31089380465383,49.24428900898052,77.1621668954417,56.302753041036986,96.82974749528164
2,50.47771785649585,8.602325267042627,0.0,98.00510190801293,67.11929677819934,71.28113354878694,50.15974481593781,11.180339887498949,71.06335201775947,49.040799340956916,82.46211251235322,49.47726750741192,99.56907150315303
3,53.45091205957107,95.67131231461184,98.00510190801293,0.0,83.48652585896721,39.01281840626232,50.32891812864648,88.20430828479978,27.294688127912362,52.0,38.01315561749642,91.54780172128658,5.0
4,40.607881008493905,72.83543093852057,67.11929677819934,83.48652585896721,0.0,44.721359549995796,68.62215385719105,57.706152185014034,62.96824596572466,45.45327270945405,96.25487000666512,20.615528128088304,87.82368700982668
5,20.808652046684813,72.00694410957877,71.28113354878694,39.01281840626232,44.721359549995796,0.0,39.45883931389772,60.21627686929839,20.518284528683193,22.847319317591726,55.86591089385369,53.150729063673246,43.18564576337837
6,28.42534080710379,46.32493928760188,50.15974481593781,50.32891812864648,68.62215385719105,39.45883931389772,0.0,42.20189569201838,26.570660511172846,23.430749027719962,34.0,64.40496875241847,50.93132631298737
7,39.408120990476064,15.132745950421556,11.180339887498949,88.20430828479978,57.706152185014034,60.21627686929839,42.20189569201838,0.0,61.032778078668514,38.2099463490856,75.66372975210778,41.6293165929973,90.0499861188218
8,27.16615541441225,69.31089380465383,71.06335201775947,27.294688127912362,62.96824596572466,20.518284528683193,26.570660511172846,61.032778078668514,0.0,25.0,35.35533905932738,67.06713054842886,29.732137494637012
9,5.0,49.24428900898052,49.040799340956916,52.0,45.45327270945405,22.847319317591726,23.430749027719962,38.2099463490856,25.0,0.0,52.20153254455275,44.14748010928823,54.70831746635972
10,56.462376853972415,77.1621668954417,82.46211251235322,38.01315561749642,96.25487000666512,55.86591089385369,34.0,75.66372975210778,35.35533905932738,52.20153254455275,0.0,96.16652224137046,35.12833614050059
11,40.44749683231337,56.302753041036986,49.47726750741192,91.54780172128658,20.615528128088304,53.150729063673246,64.40496875241847,41.6293165929973,67.06713054842886,44.14748010928823,96.16652224137046,0.0,95.25754563287887
12,56.515484603779164,96.82974749528164,99.56907150315303,5.0,87.82368700982668,43.18564576337837,50.93132631298737,90.0499861188218,29.732137494637012,54.70831746635972,35.12833614050059,95.25754563287887,0.0
