,0,1,2,3,4,5,6,7,8,9,10
0,0.0,58.463663928973865,9.848857801796104,103.96634070698074,44.04543109109048,74.84650960465692,66.007575322837,79.7057087039567,71.17583859709698,60.03332407921454,78.91767862779544
1,58.463663928973865,0.0,50.92150822589606,63.788713735268246,66.64833081180653,20.0,15.0,24.839484696748443,17.88854381999832,72.34638899074369,79.05694150420949
2,9.848857801796104,50.92150822589606,0.0,101.04454463255303,49.24428900898052,68.47627326307996,57.21887800367987,73.43023900274328,65.0,64.38167441127949,82.05485969764375
3,103.96634070698074,63.788713735268246,101.04454463255303,0.0,80.23091673413684,46.09772228646444,74.24284477308234,43.01162633521314,46.52956049652737,71.58910531638176,60.07495318350236
4,44.04543109109048,66.64833081180653,49.24428900898052,80.23091673413684,0.0,72.56721022610694,80.45495634204272,75.95393340703298,68.65857557508748,16.492422502470642,36.76955262170047
5,74.84650960465692,20.0,68.47627326307996,46.09772228646444,72.56721022610694,0.0,28.160255680657446,5.0,4.0,73.824115301167,75.16648189186454
6,66.007575322837,15.0,57.21887800367987,74.24284477308234,80.45495634204272,28.160255680657446,0.0,31.78049716414141,28.0178514522438,87.04596486914255,94.04786015641186
7,79.7057087039567,24.839484696748443,73.43023900274328,43.01162633521314,75.95393340703298,5.0,31.78049716414141,0.0,8.54400374531753,76.32168761236873,76.40026177965623
8,71.17583859709698,17.88854381999832,65.0,46.52956049652737,68.65857557508748,4.0,28.0178514522438,8.54400374531753,0.0,70.21395872616783,72.18032973047436
9,60.03332407921454,72.34638899074369,64.38167441127949,71.58910531638176,16.492422502470642,73.824115301167,87.04596486914255,76.32168761236873,70.21395872616783,0.0,20.591260281974
10,78.91767862779544,79.05694150420949,82.05485969764375,60.07495318350236,36.76955262170047,75.16648189186454,94.04786015641186,76.40026177965623,72.18032973047436,20.591260281974,0.0
