,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,24.698178070456937,41.773197148410844,53.48831648126533,80.72174428244226,62.80127387243033,76.84399781375251,36.40054944640259,64.19501538281614,7.0,24.596747752497688,70.0,40.311288741492746,21.37755832643195,17.72004514666935,79.92496481075234,17.204650534085253
1,24.698178070456937,0.0,20.615528128088304,58.69412236331676,59.682493245507096,39.01281840626232,57.9396237474839,29.068883707497267,67.47592163134935,18.35755975068582,20.024984394500787,50.695167422546305,17.46424919657298,5.385164807134504,40.19950248448356,61.98386886924694,40.22437072223753
2,41.773197148410844,20.615528128088304,0.0,54.62600113499065,39.408120990476064,35.84689665786984,37.33630940518894,22.135943621178654,60.74537019394976,36.87817782917155,40.024992192379,30.083217912982647,24.698178070456937,26.0,53.225933528685054,41.48493702538308,58.69412236331676
3,53.48831648126533,58.69412236331676,54.62600113499065,0.0,73.68174807915459,90.33825324855468,64.32728814430156,32.64965543462902,11.045361017187261,56.356011214421486,73.49829930005184,61.29437168288782,74.2024258363566,60.959002616512684,45.044422518220834,63.60031446463138,64.6297145282261
4,80.72174428244226,59.682493245507096,39.408120990476064,73.68174807915459,0.0,50.635955604688654,10.44030650891055,50.60632371551998,74.00675644831355,76.21679604916491,77.87810988975015,12.649110640673518,56.753854494650845,65.0,89.81091247727082,14.422205101855956,97.83659846908007
5,62.80127387243033,39.01281840626232,35.84689665786984,90.33825324855468,50.635955604688654,0.0,55.97320787662612,57.697486947006624,96.56603957913983,55.90169943749474,45.17742799230607,50.15974481593781,22.561028345356956,41.43669871020132,79.1580697086532,61.35144660071187,75.8946638440411
6,76.84399781375251,57.9396237474839,37.33630940518894,64.32728814430156,10.44030650891055,55.97320787662612,0.0,44.04543109109048,64.03124237432849,73.06161783043132,77.20103626247513,7.280109889280518,58.137767414994535,63.324560795950255,84.17244204607586,5.385164807134504,94.04786015641186
7,36.40054944640259,29.068883707497267,22.135943621178654,32.64965543462902,50.60632371551998,57.697486947006624,44.04543109109048,0.0,39.698866482558415,35.12833614050059,47.53945729601885,38.27531841800928,42.42640687119285,32.89376840679705,40.36087214122113,45.967379738244816,52.92447448959697
8,64.19501538281614,67.47592163134935,60.74537019394976,11.045361017187261,74.00675644831355,96.56603957913983,64.03124237432849,39.698866482558415,0.0,66.70832032063167,83.35466393669883,62.20128616033595,82.07313811473277,70.21395872616783,56.08029957123981,62.39390995922599,75.66372975210778
9,7.0,18.35755975068582,36.87817782917155,56.356011214421486,76.21679604916491,55.90169943749474,73.06161783043132,35.12833614050059,66.70832032063167,0.0,18.601075237738275,66.03786792439622,33.37663853655727,14.560219778561036,24.515301344262525,76.47875521999558,22.02271554554524
10,24.596747752497688,20.024984394500787,40.024992192379,73.49829930005184,77.87810988975015,45.17742799230607,77.20103626247513,47.53945729601885,83.35466393669883,18.601075237738275,0.0,69.92138442565336,24.08318915758459,15.033296378372908,42.15447781671598,81.49233092751734,32.14031735997639
11,70.0,50.695167422546305,30.083217912982647,61.29437168288782,12.649110640673518,50.15974481593781,7.280109889280518,38.27531841800928,62.20128616033595,66.03786792439622,69.92138442565336,0.0,51.03920062069938,56.08029957123981,77.98717843338096,12.0,87.20091742636656
12,40.311288741492746,17.46424919657298,24.698178070456937,74.2024258363566,56.753854494650845,22.561028345356956,58.137767414994535,42.42640687119285,82.07313811473277,33.37663853655727,24.08318915758459,51.03920062069938,0.0,19.026297590440446,57.0,63.0317380372777,53.48831648126533
13,21.37755832643195,5.385164807134504,26.0,60.959002616512684,65.0,41.43669871020132,63.324560795950255,32.89376840679705,70.21395872616783,14.560219778561036,15.033296378372908,56.08029957123981,19.026297590440446,0.0,38.01315561749642,67.35725647619564,35.84689665786984
14,17.72004514666935,40.19950248448356,53.225933528685054,45.044422518220834,89.81091247727082,79.1580697086532,84.17244204607586,40.36087214122113,56.08029957123981,24.515301344262525,42.15447781671598,77.98717843338096,57.0,38.01315561749642,0.0,86.31338250816034,20.248456731316587
15,79.92496481075234,61.98386886924694,41.48493702538308,63.60031446463138,14.422205101855956,61.35144660071187,5.385164807134504,45.967379738244816,62.39390995922599,76.47875521999558,81.49233092751734,12.0,63.0317380372777,67.35725647619564,86.31338250816034,0.0,97.09788875150684
16,17.204650534085253,40.22437072223753,58.69412236331676,64.6297145282261,97.83659846908007,75.8946638440411,94.04786015641186,52.92447448959697,75.66372975210778,22.02271554554524,32.14031735997639,87.20091742636656,53.48831648126533,35.84689665786984,20.248456731316587,97.09788875150684,0.0
