,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.0,10.816653826391969,26.0,35.22782990761707,55.0,36.22154055254967,14.560219778561036,23.706539182259394,65.0,72.13875518748573,1.4142135623730951,79.64923100695951,50.99019513592785,53.85164807134504,19.1049731745428,64.76109943476871,36.40054944640259,68.00735254367721,3.1622776601683795
1,10.816653826391969,0.0,15.524174696260024,29.427877939124322,44.94441010848846,28.792360097775937,9.433981132056603,15.132745950421556,62.24146527838174,61.5223536610881,9.433981132056603,70.26378868236469,40.311288741492746,43.73785545725808,24.041630560342615,57.9396237474839,34.40930106817051,57.723478758647246,13.45362404707371
2,26.0,15.524174696260024,0.0,32.01562118716424,35.17101079013795,18.439088914585774,20.396078054371138,17.029386365926403,66.40030120413611,48.82622246293481,24.698178070456937,61.61168720299745,25.059928172283335,28.284271247461902,38.118237105091836,46.32493928760188,32.38826948140329,42.20189569201838,28.178005607210743
3,35.22782990761707,29.427877939124322,32.01562118716424,0.0,30.364452901377952,50.44799302251776,21.0,15.652475842498529,34.40930106817051,50.28916384272063,34.132096331752024,48.79549159502341,43.965895873961216,52.392747589718944,28.42534080710379,77.33692520394123,62.24146527838174,62.81719509815764,38.3275357934736
4,55.0,44.94441010848846,35.17101079013795,30.364452901377952,0.0,48.093658625644196,41.72529209005013,31.827660925679098,52.55473337388365,19.924858845171276,53.600373133029585,26.476404589747453,25.553864678361276,35.510561809129406,56.302753041036986,66.18912297349165,66.12110101926616,40.0,58.008620049092706
5,36.22154055254967,28.792360097775937,18.439088914585774,50.44799302251776,48.093658625644196,0.0,36.71511950137164,35.35533905932738,84.81155581640984,56.32051136131489,35.35533905932738,74.02702209328699,27.85677655436824,24.08318915758459,52.81098370604357,29.154759474226502,19.313207915827967,37.64306044943742,37.013511046643494
6,14.560219778561036,9.433981132056603,20.396078054371138,21.0,41.72529209005013,36.71511950137164,0.0,9.899494936611665,52.92447448959697,60.0,13.341664064126334,65.5133574166368,42.7551166528639,48.0,18.027756377319946,65.7419196555744,43.829214001622255,61.29437168288782,17.72004514666935
7,23.706539182259394,15.132745950421556,17.029386365926403,15.652475842498529,31.827660925679098,35.35533905932738,9.899494936611665,0.0,49.92995093127971,50.21951811795888,22.360679774997898,55.94640292279746,35.014282800023196,41.593268686170845,26.248809496813376,63.245553203367585,46.61544808322666,54.00925846556311,26.832815729997478
8,65.0,62.24146527838174,66.40030120413611,34.40930106817051,52.55473337388365,84.81155581640984,52.92447448959697,49.92995093127971,0.0,69.2314957226839,64.28841264178172,54.45181356024793,74.33034373659252,83.81527307120105,50.039984012787215,111.01801655587259,96.17692030835673,91.706052144883,67.68308503607086
9,72.13875518748573,61.5223536610881,48.82622246293481,50.28916384272063,19.924858845171276,56.32051136131489,60.0,50.21951811795888,69.2314957226839,0.0,70.7248188403477,24.413111231467404,28.635642126552707,36.0,75.66372975210778,65.92419889539804,75.58438992278762,32.69556544854363,74.95331880577403
10,1.4142135623730951,9.433981132056603,24.698178070456937,34.132096331752024,53.600373133029585,35.35533905932738,13.341664064126334,22.360679774997898,64.28841264178172,70.7248188403477,0.0,78.29431652425353,49.658836071740545,52.630789467763066,19.209372712298546,64.03124237432849,36.235341863986875,66.76076692189807,4.47213595499958
11,79.64923100695951,70.26378868236469,61.61168720299745,48.79549159502341,26.476404589747453,74.02702209328699,65.5133574166368,55.94640292279746,54.45181356024793,24.413111231467404,78.29431652425353,0.0,48.662100242385755,57.723478758647246,77.15568676384133,88.60022573334675,92.43916918709297,56.824290580701486,82.76472678623425
12,50.99019513592785,40.311288741492746,25.059928172283335,43.965895873961216,25.553864678361276,27.85677655436824,42.7551166528639,35.014282800023196,74.33034373659252,28.635642126552707,49.658836071740545,48.662100242385755,0.0,10.0,60.67124524847005,40.718546143004666,47.16990566028302,19.1049731745428,53.23532661682466
13,53.85164807134504,43.73785545725808,28.284271247461902,52.392747589718944,35.510561809129406,24.08318915758459,48.0,41.593268686170845,83.81527307120105,36.0,52.630789467763066,57.723478758647246,10.0,0.0,66.007575322837,31.016124838541646,42.720018726587654,14.317821063276353,55.65968020030299
14,19.1049731745428,24.041630560342615,38.118237105091836,28.42534080710379,56.302753041036986,52.81098370604357,18.027756377319946,26.248809496813376,50.039984012787215,75.66372975210778,19.209372712298546,77.15568676384133,60.67124524847005,66.007575322837,0.0,81.93289937503738,55.44366510251645,79.30952023559341,20.615528128088304
